Title,Price,Sold,Reviews,Condition,Refresh Rate,UPC,Brand,Smart TV Features,Built-in Digital Tuner,Display Technology,Screen Size,Maximum Resolution,Color,Model,Year Manufactured,MPN,Features,Audio/Video Inputs,Manufacturer Warranty,Energy Star,Type,Warranty - Labor,Warranty - Parts,Custom Bundle,3D Technology,EAN,Manufacturer,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Connector Type,Streaming Services,Is Smart,Resolution,Assembled Product Weight,ISBN,Format,EC Range,Series,Country/Region of Manufacture,Model#,Manufacturer Color,Plug Type,Material,Color System,Voltage,Speaker,Depth (with stand),Width (with stand),Height (with stand),Compatible Brand,Class of efficiency energy,Scale of efficiency energy,modell,Internetverbindung,Processor,Speicherkapazität,Ability to storage,Functionality Smart TV,Inputs Audio / Video,Internet connectivity,Storage capacity,Tuner digital integrated1,Tuner digital integrated2,Tuner digital integrated3,Tuner digital integrated4,Functionality Smart TV1,Inputs Audio / Video1,Tuner digital integrated,Functionality Smart TV2,Size,Televisions:Screen_Size_Class,Home_Video:Series,Bundle Description,Colour,Compatible Devices,Country of Origin,Form Factor,Item Weight,Number Of Items,Package Dimensions,Theme,code,SKU,HDMI,Aspect Ratio,Depth,Depth with Stand,Digital Tuner,DLNA Certified,Electronic Program Guide,Energy Consumption per Year,Ethernet,Height,Height with Stand,Input Voltage,Internet Access,Operating Power Consumption,PC Streaming,Product Family,Product Model,Product Series,Product Type,RMS Output Power,Scan Format,Screen Size Class,Sound System,Standby Power Consumption,Total Number of HDMI Ports,USB,VESA Mount Standard,Video Signal Standard,Weight (Approximate),Weight with Stand (Approximate),Width,Width with Stand,Motion Interpolation Technology,Horizontal Viewing Angle,Product Color,Standard Refresh Rate,item_length,item_width,Functionality Smart TV3,Functionality Smart TV4,Color manufacturer,Inputs Audio / Video3,Inputs Audio / Video2,Year of manufacture,Operating System,Unit Type,Unit Quantity
MIRROR TV ULTRA SLIM 50” SAMSUNG Q60A SERIES SMART 4KTV FANCY GOLD FRAME,3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),FANCY GOLD FRAME,QN50Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV  SLIM 43” SAMSUNG Q60A SMART 4KTV FANCY GOLD SILVER FRAME,3099.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),LUXURIOUS GOLD FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000 OFF! TV ULTRA SLIM 65” SAMSUNG Q60A SMART 4KTV GOLD MOTHER OF PEARL FRAME,4699.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,65 in,2160p (4K),Gold,QN65Q60AAFXZA,,QN65Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips 55BDL3550Q/00 55” 4K Q-Line Smart Digital Signage Display,917.7,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Philips,,,LED,55 in,2160p (4K),,55BDL3550Q/00,,,Wall Mountable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit,1
MIRROR TV ULTRA SLIM 70” SAMSUNG Q60A SERIES SMART 4KTV FANCY ITALIAN GOLD FRAME,"5,999.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,70 in,2160p (4K),LUXURIOUS ANTIQUE GOLD FRAME,QN70Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 65” SAMSUNG 8000 SERIES SMART 4KTV ORNATE WHITE  FRAME,4699.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,65 in,2160p (4K),FANCY WHITE ORNATE FRAME,UN65AU8000FXZA,,UN65AU8000FXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIRROR TV ULTRA SLIM SAMSUNG 55"" Q60A QLED SMART 4KTV DISTRESSED WHITE FRAME",3899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),,QN55Q60AAFXZA,,QN55Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG 50 inch UP7000 Series 4K LED UHD Smart webOS TV (2021 Model),439,9 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,1.95174E+11,LG,"webOS, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix, Voice Interaction",ATSC,LCD,50 in,2160p (4K),Black,LG 50UP7000PUA,2021,50UP7000PUA,"Active HDR, Sports Alert, True Color Accuracy, 4K UHD Upscaling, Built-in Speakers, IP Control","RF Antenna, USB, HDMI",1 Year,Compliant,,,,No,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony X85J Series 4K Ultra HD LED Smart TV (2021 Model) - Choose Size,675,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,27242922051,Sony,Internet Browsing,ATSC,LED,43 in,2160p (4K),Black,Sony KD-43X85J,2021,KD43X85J,HDR TV,"1/8"" / 3.5 mm (Composite/Analog Audio)",,,,,,No,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNKDX85JXXXXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 43” SAMSUNG Q60A SERIES SMART 4KTV LUXURIOUS GOLD FRAME,3199.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),LUXURIOUS ANTIQUE GOLD FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV 32” ULTRA SLIM SAMSUNG Q60A SMART 4KTV LUXURIOUS ANTIQUE GOLD FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),LUXURIOUS SILVER/GOLD FRAME,QN32Q60AAFXZA,,QN32Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“ELITE GROUP” MIRROR TV 70” SAMSUNG Q60A SMART 4KTV LUXURIOUS ANTIQUE GOLD FRAME,"5,999.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,70 in,2160p (4K),FANCY GOLD FRAME,QN70Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 70” SAMSUNG Q60A SERIES SMART 4KTV FANCY ITALIAN GOLD FRAME,"5,999.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,70 in,2160p (4K),LUXURIOUS ANTIQUE GOLD FRAME,QN70Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$500 OFF! MIRROR TV SLIM SAMSUNG 43” Q60A SERIES SMART 4KTV FANCY BLACK FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED 4K,43 in,2160p (4K),FANCY CONTEMPORARY BLACK FRAME,QN43Q60AAFXZA,,QN43Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$500 OFF! MIRROR TV ULTRA SLIM 32” SAMSUNG Q60A SMART 4KTV LUXURIOUS GOLD FRAME,2499.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),LUXURIOUS GOLD FRAME,QN32Q60AAFXZA,,QN32Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$500 OFF! MIRROR TV SLIM SAMSUNG 43” Q60A SERIES QLED SMART 4KTV NEW GOLD FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),FANCY GOLD FRAME,QN43Q60AAFXZA,,QN43Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000 OFF! MIRROR TV SLIM 60” SAMSUNG Q60A SERIES SMART 4KTV FANCY SILVER FRAME,4299.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),FANCY SILVER FRAME,QN60Q60AAFXZA,,QN60Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV SLIM 60” SAMSUNG Q60A SERIES SMART 4KTV DISTRESSED WHITE FRAME,4899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),White,QN60Q60AAFXZA,,,Mirror TV,3 HDMI,,3 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 32” SAMSUNG Q60A SMART 4KTV LUXURIOUS SILVER/GOLD FRAME,2699.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),LUXURIOUS SILVER/GOLD FRAME,QN32Q60AAFXZA,,QN32Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 55” SAMSUNG Q60A SERIES SMART 4KTV ITALIAN GOLD FRAME,3899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,55 in,2160p (4K),FANCY ITALIAN GOLD FRAME,QN55Q60AAFXZA,,QN55Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 50” SAMSUNG Q60A SERIES QLED SMART 4KTV ORNATE BLACK FRAME,3599.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),FANCY BLACK ORNATE FRAME,QN50Q60AAFXZA,,QN50Q60AAFXZA,,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 55” SAMSUNG Q60A SERIES SMART 4KTV CONTEMPORARY GOLD FRAME,"3,999.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),CONTEMPORARY GOLD FRAME,QN55Q60AAFXZA,,QN55Q60AAFXZA,,HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIRROR TV ULTRA SLIM SAMSUNG 55"" Q60A QLED SMART 4KTV FANCY ORNATE SILVER FRAME",3899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),FANCY ORNATE SILVER FRAME,QN55Q60AAFXZA,,QN55Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIRROR TV ULTRA SLIM SAMSUNG 55"" Q60A QLED SMART 4KTV FANCY ORNATE BLACK  FRAME",3899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),FANCY ORNATE BLACK FRAME,QN55Q60AAFXZA,,QN55Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“ELITE GROUP” TOP OF FIREPLACE GOLD FRAME MIRROR TV SAMSUNG 65” Q60A SMART 4KTV,6999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,65 in,2160p (4K),LUXURIOUS ANTIQUE GOLD FRAME,QN65Q60AAFXZA,,,"2 Port USB Hub, Mirror TV",3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$500 OFF MIRROR TV SLIM SAMSUNG 43” Q60A QLED SMART 4KTV ORNATE SILVER FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED 4K,43 in,2160p (4K),FANCY ORNATE SILVER FRAME,QN43Q60AAFXZA,,QN43Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 65” SAMSUNG Q60A SERIES QLED SMART 4KTV FANCY SILVER FRAME,"4,699.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,65 in,2160p (4K),FANCY SILVER ORNATE FRAME,QN65Q60AAFXZA,,QN65Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 65” SAMSUNG Q60A SERIES SMART 4KTV LUXURIOUS GOLD FRAME,"4,699.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,65 in,2160p (4K),LUXURIOUS ITALIAN GOLD FRAME,QN65Q60AAFXZA,,,"2 Port USB Hub, Mirror TV",3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000 OFF! MIRROR TV SLIM 65” SAMSUNG 8000 SERIES SMART 4KTV ORNATE BLACK FRAME,4699.99,Best offer available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,65 in,2160p (4K),FANCY BLACK ORNATE FRAME,UN65AU8000FXZA,,UN65AU8000FXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM SAMSUNG 50” Q60A SERIES SMART 4KTV FANCY SILVER FRAME,3199.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),FANCY SILVER FRAME,QN50Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
